Article URL,Nome do artigo,Categoria,Campanha,Data,Visitas Diretas,Novos usuários únicos,Clicks pagos,Tempo de leitura (minutos),Clicks redes sociais,Vezes pesquisados,Visualizações
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/03/2021, 9 , 14 , 0 , 157 , 22 , 4 , 107 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/04/2021, 19 , 30 , 0 , 346 , 49 , 8 , 152 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/05/2021, 37 , 59 , 0 , 449 , 96 , 17 , 189 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/08/2021, 0 , 0 , 0 , 150 , 0 , 0 , 41 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/11/2021, 3 , 4 , 0 , 247 , 7 , 1 , 104 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/12/2021, 5 , 7 , 0 , 162 , 12 , 2 , 48 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/14/2021, 28 , 44 , 0 , 579 , 72 , 12 , 160 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/18/2021, 10 , 15 , 0 , 224 , 25 , 4 , 104 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/19/2021, 7 , 12 , 0 , 101 , 19 , 3 , 66 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/20/2021, 0 , 0 , 0 , 51 , 0 , 0 , 28 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/21/2021, 0 , 0 , 0 , 32 , 0 , 0 , 23 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/24/2021, 160 , 256 , 0 , 1.118 , 416 , 72 , 814 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/25/2021, 4 , 7 , 0 , 152 , 11 , 2 , 49 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/27/2021, 23 , 36 , 0 , 198 , 59 , 10 , 193 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/29/2021, 13 , 21 , 0 , 159 , 34 , 6 , 66 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,10/31/2021, 17 , 27 , 0 , 388 , 44 , 8 , 130 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/01/2021, 32 , 52 , 0 , 987 , 84 , 15 , 250 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/02/2021, 12 , 20 , 0 , 194 , 32 , 6 , 63 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/07/2021, 36 , 58 , 0 , 794 , 94 , 16 , 214 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/08/2021, 12 , 19 , 0 , 149 , 30 , 5 , 70 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/09/2021, 4 , 7 , 0 , 32 , 11 , 2 , 31 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/12/2021, 13 , 21 , 0 , 466 , 35 , 6 , 163 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/13/2021, 16 , 25 , 0 , 651 , 41 , 7 , 170 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/14/2021, 28 , 45 , 0 , 603 , 73 , 13 , 213 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/15/2021, 4 , 7 , 0 , 276 , 11 , 2 , 80 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/16/2021, 19 , 31 , 0 , 351 , 50 , 9 , 96 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/17/2021, 18 , 29 , 0 , 345 , 47 , 8 , 137 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/19/2021, 66 , 106 , 0 , 738 , 172 , 30 , 372 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/20/2021, 46 , 74 , 0 , 447 , 120 , 21 , 299 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/21/2021, 17 , 28 , 0 , 441 , 45 , 8 , 155 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/22/2021, 19 , 30 , 0 , 411 , 49 , 9 , 167 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/29/2021, 12 , 19 , 0 , 131 , 31 , 5 , 76 
Article_33,Mudando para a nuvem? Não cometa esses erros,DevOps,1047,11/30/2021, 320 , 512 , 0 , 3.509 , 832 , 144 , 1.695 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,06/29/2021, 94 , 151 , 0 , 540 , 245 , 42 , 472 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/04/2021, 605 , 968 , 0 , 9.417 , 1.572 , 272 , 3.056 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/05/2021, 21.222 , 33.955 , 0 , 147.299 , 55.176 , 9.550 , 106.198 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/06/2021, 711 , 1.138 , 0 , 3.759 , 1.849 , 320 , 3.590 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/07/2021, 595 , 952 , 0 , 6.475 , 1.548 , 268 , 3.010 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/08/2021, 158 , 253 , 0 , 2.386 , 412 , 71 , 870 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/09/2021, 218 , 349 , 0 , 2.774 , 568 , 98 , 1.141 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/10/2021, 599 , 959 , 0 , 11.905 , 1.558 , 270 , 3.089 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/11/2021, 69 , 110 , 0 , 360 , 179 , 31 , 348 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/12/2021, 12 , 19 , 0 , 344 , 31 , 5 , 108 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/13/2021, 63 , 101 , 0 , 710 , 164 , 28 , 395 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/14/2021, 28 , 45 , 0 , 434 , 73 , 13 , 170 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/15/2021, 269 , 430 , 0 , 4.338 , 698 , 121 , 1.434 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/16/2021, 120 , 192 , 0 , 2.376 , 312 , 54 , 687 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/17/2021, 137 , 220 , 0 , 2.619 , 357 , 62 , 769 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/18/2021, 22 , 35 , 0 , 559 , 57 , 10 , 166 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/19/2021, 142 , 228 , 0 , 1.303 , 370 , 64 , 724 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/20/2021, 0 , 0 , 0 , 113 , 0 , 0 , 61 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/21/2021, 48 , 77 , 0 , 718 , 125 , 22 , 312 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/23/2021, 5 , 7 , 0 , 125 , 12 , 2 , 113 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/24/2021, 3 , 5 , 0 , 49 , 8 , 1 , 28 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/25/2021, 29 , 47 , 0 , 664 , 76 , 13 , 192 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/26/2021, 35 , 56 , 0 , 266 , 92 , 16 , 192 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/27/2021, 12 , 19 , 0 , 78 , 31 , 5 , 69 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/28/2021, 20 , 32 , 0 , 438 , 51 , 9 , 171 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/30/2021, 31 , 49 , 0 , 583 , 80 , 14 , 246 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,07/31/2021, 10 , 16 , 0 , 348 , 26 , 5 , 115 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/01/2021, 15 , 23 , 0 , 607 , 38 , 7 , 155 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/02/2021, 15 , 24 , 0 , 319 , 40 , 7 , 150 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/03/2021, 15 , 24 , 0 , 427 , 38 , 7 , 173 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/04/2021, 7 , 11 , 0 , 100 , 18 , 3 , 96 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/05/2021, 19 , 31 , 0 , 475 , 50 , 9 , 135 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/08/2021, 84 , 134 , 0 , 1.754 , 218 , 38 , 440 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/10/2021, 8 , 13 , 0 , 276 , 22 , 4 , 97 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/12/2021, 29 , 46 , 0 , 428 , 75 , 13 , 192 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/13/2021, 10 , 15 , 0 , 224 , 25 , 4 , 116 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/15/2021, 0 , 0 , 0 , 2 , 0 , 0 , 1 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/17/2021, 19 , 31 , 0 , 271 , 50 , 9 , 104 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/18/2021, 0 , 0 , 0 , 61 , 0 , 0 , 26 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/21/2021, 15 , 24 , 0 , 525 , 40 , 7 , 162 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/22/2021, 56 , 90 , 0 , 1.206 , 147 , 25 , 382 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/23/2021, 53 , 84 , 0 , 1.150 , 137 , 24 , 318 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/24/2021, 40 , 64 , 0 , 374 , 104 , 18 , 250 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/26/2021, 11 , 18 , 0 , 233 , 29 , 5 , 87 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/28/2021, 120 , 192 , 0 , 1.312 , 312 , 54 , 665 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/29/2021, 12 , 19 , 0 , 230 , 31 , 5 , 60 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/30/2021, 19 , 30 , 0 , 184 , 49 , 8 , 160 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,08/31/2021, 17 , 27 , 0 , 255 , 44 , 8 , 162 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/01/2021, 28 , 44 , 0 , 703 , 72 , 12 , 182 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/02/2021, 52 , 83 , 0 , 315 , 134 , 23 , 276 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/03/2021, 20 , 32 , 0 , 172 , 52 , 9 , 162 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/04/2021, 15 , 24 , 0 , 456 , 38 , 7 , 132 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/05/2021, 7 , 11 , 0 , 318 , 18 , 3 , 82 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/06/2021, 28 , 44 , 0 , 802 , 72 , 12 , 201 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/07/2021, 8 , 12 , 0 , 332 , 20 , 4 , 119 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/08/2021, 22 , 35 , 0 , 687 , 56 , 10 , 184 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/10/2021, 20 , 31 , 0 , 269 , 51 , 9 , 132 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/11/2021, 115 , 184 , 0 , 1.733 , 299 , 52 , 620 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/12/2021, 9 , 15 , 0 , 497 , 24 , 4 , 129 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/14/2021, 40 , 64 , 0 , 242 , 104 , 18 , 225 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/15/2021, 0 , 0 , 0 , 35 , 0 , 0 , 10 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/16/2021, 14 , 22 , 0 , 429 , 35 , 6 , 129 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/18/2021, 6 , 10 , 0 , 128 , 16 , 3 , 75 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/20/2021, 39 , 63 , 0 , 247 , 102 , 18 , 215 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/23/2021, 16 , 25 , 0 , 185 , 41 , 7 , 117 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/26/2021, 47 , 76 , 0 , 877 , 123 , 21 , 254 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/27/2021, 28 , 45 , 0 , 630 , 73 , 13 , 163 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,09/29/2021, 9 , 15 , 0 , 222 , 24 , 4 , 118 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/01/2021, 9 , 15 , 0 , 240 , 24 , 4 , 70 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/03/2021, 30 , 48 , 0 , 558 , 78 , 14 , 228 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/04/2021, 41 , 65 , 0 , 717 , 106 , 18 , 277 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/06/2021, 115 , 184 , 0 , 2.271 , 300 , 52 , 619 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/09/2021, 0 , 0 , 0 , 10 , 0 , 0 , 7 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/13/2021, 18 , 29 , 0 , 392 , 47 , 8 , 162 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/14/2021, 2 , 4 , 0 , 43 , 6 , 1 , 22 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/15/2021, 13 , 21 , 0 , 233 , 34 , 6 , 91 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/16/2021, 8 , 13 , 0 , 129 , 22 , 4 , 77 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/18/2021, 13 , 20 , 0 , 462 , 33 , 6 , 149 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/20/2021, 6 , 10 , 0 , 187 , 16 , 3 , 115 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/21/2021, 6 , 9 , 0 , 137 , 15 , 3 , 78 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/24/2021, 7 , 11 , 0 , 285 , 17 , 3 , 120 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/25/2021, 32 , 52 , 0 , 730 , 84 , 15 , 208 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/27/2021, 14 , 22 , 0 , 117 , 35 , 6 , 92 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/28/2021, 90 , 143 , 0 , 1.385 , 233 , 40 , 540 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/29/2021, 146 , 233 , 0 , 2.095 , 379 , 66 , 813 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/30/2021, 38 , 61 , 0 , 402 , 100 , 17 , 266 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,10/31/2021, 48 , 77 , 0 , 461 , 125 , 22 , 311 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/02/2021, 74 , 119 , 0 , 788 , 193 , 33 , 404 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/03/2021, 13 , 20 , 0 , 271 , 33 , 6 , 129 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/05/2021, 12 , 20 , 0 , 308 , 32 , 6 , 129 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/06/2021, 15 , 24 , 0 , 412 , 38 , 7 , 122 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/07/2021, 54 , 87 , 0 , 467 , 141 , 24 , 345 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/08/2021, 22 , 36 , 0 , 492 , 58 , 10 , 196 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/12/2021, 14 , 22 , 0 , 198 , 36 , 6 , 148 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/19/2021, 14 , 22 , 0 , 185 , 36 , 6 , 137 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/22/2021, 24 , 38 , 0 , 632 , 62 , 11 , 182 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/23/2021, 31 , 50 , 0 , 788 , 81 , 14 , 247 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/24/2021, 0 , 0 , 0 , 130 , 0 , 0 , 60 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/26/2021, 113 , 180 , 0 , 721 , 293 , 51 , 643 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/27/2021, 5 , 8 , 0 , 117 , 12 , 2 , 43 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/28/2021, 8 , 13 , 0 , 279 , 21 , 4 , 111 
Article_34,Pergunte a um especialista: experiência do usuário,UX,1047,11/30/2021, 0 , 0 , 0 , 106 , 0 , 0 , 33 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,06/23/2021, 5 , 8 , 0 , 82 , 12 , 2 , 25 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,06/24/2021, 1.537 , 2.460 , 0 , 26.087 , 3.997 , 692 , 7.773 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,06/25/2021, 429 , 686 , 0 , 3.785 , 1.115 , 193 , 2.167 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,06/26/2021, 135 , 216 , 0 , 784 , 351 , 61 , 749 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,06/27/2021, 68 , 109 , 0 , 829 , 178 , 31 , 350 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,06/28/2021, 400 , 641 , 0 , 4.191 , 1.041 , 180 , 2.102 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,06/29/2021, 92 , 147 , 0 , 1.683 , 239 , 41 , 556 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,06/30/2021, 36 , 58 , 0 , 492 , 94 , 16 , 208 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/01/2021, 18.648 , 29.837 , 0 , 367.719 , 48.485 , 8.392 , 93.274 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/02/2021, 125 , 201 , 0 , 1.225 , 326 , 56 , 687 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/03/2021, 1.528 , 2.444 , 0 , 15.780 , 3.972 , 687 , 7.728 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/04/2021, 470 , 752 , 0 , 7.665 , 1.222 , 212 , 2.364 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/05/2021, 3.976 , 6.362 , 0 , 74.431 , 10.338 , 1.789 , 19.924 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/06/2021, 854 , 1.367 , 0 , 8.172 , 2.221 , 384 , 4.292 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/07/2021, 176 , 282 , 0 , 3.080 , 459 , 79 , 891 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/08/2021, 154 , 246 , 0 , 1.244 , 400 , 69 , 857 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/09/2021, 702 , 1.123 , 0 , 6.914 , 1.825 , 316 , 3.576 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/10/2021, 45 , 72 , 0 , 459 , 116 , 20 , 285 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/11/2021, 38 , 61 , 0 , 634 , 100 , 17 , 197 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/12/2021, 960 , 1.536 , 0 , 17.534 , 2.496 , 432 , 4.895 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/13/2021, 416 , 665 , 0 , 7.107 , 1.081 , 187 , 2.120 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/14/2021, 4.369 , 6.990 , 0 , 70.015 , 11.359 , 1.966 , 21.867 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/15/2021, 16.731 , 26.770 , 0 , 327.184 , 43.501 , 7.529 , 83.659 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/16/2021, 203 , 324 , 0 , 2.224 , 527 , 91 , 1.085 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/17/2021, 1.284 , 2.054 , 0 , 20.653 , 3.338 , 578 , 6.517 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/18/2021, 3.986 , 6.377 , 0 , 55.508 , 10.363 , 1.794 , 20.016 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/19/2021, 33.242 , 53.188 , 0 , 508.832 , 86.430 , 14.959 , 166.281 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/20/2021, 4.851 , 7.762 , 0 , 62.901 , 12.613 , 2.183 , 24.299 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/21/2021, 54.541 , 87.266 , 0 , 900.300 , 141.807 , 24.544 , 272.803 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/22/2021, 5.467 , 8.748 , 0 , 59.276 , 14.215 , 2.460 , 27.414 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/23/2021, 1.116 , 1.786 , 0 , 11.321 , 2.902 , 502 , 5.630 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/24/2021, 7.841 , 12.545 , 0 , 119.358 , 20.386 , 3.528 , 39.288 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/25/2021, 1.701 , 2.722 , 0 , 29.474 , 4.423 , 765 , 8.584 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/26/2021, 94 , 151 , 0 , 1.176 , 245 , 42 , 501 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/27/2021, 2.574 , 4.118 , 0 , 27.382 , 6.692 , 1.158 , 12.900 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/28/2021, 179 , 287 , 0 , 1.215 , 466 , 81 , 941 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/29/2021, 458 , 732 , 0 , 7.250 , 1.190 , 206 , 2.344 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/30/2021, 2.907 , 4.652 , 0 , 34.754 , 7.559 , 1.308 , 14.602 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,07/31/2021, 49 , 78 , 0 , 782 , 127 , 22 , 260 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,08/01/2021, 2.390 , 3.825 , 0 , 37.453 , 6.215 , 1.076 , 12.014 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,08/02/2021, 3.468 , 5.549 , 0 , 21.612 , 9.018 , 1.561 , 17.365 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,08/03/2021, 187 , 300 , 0 , 2.019 , 487 , 84 , 959 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,08/04/2021, 374 , 599 , 0 , 3.621 , 973 , 168 , 1.932 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,08/05/2021, 76 , 121 , 0 , 1.558 , 197 , 34 , 395 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,08/06/2021, 1.092 , 1.747 , 0 , 7.072 , 2.839 , 491 , 5.545 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,08/07/2021, 279 , 446 , 0 , 3.093 , 725 , 126 , 1.424 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,08/08/2021, 547 , 876 , 0 , 5.997 , 1.423 , 246 , 2.813 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,08/09/2021, 1.201 , 1.922 , 0 , 14.073 , 3.123 , 541 , 6.106 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,08/10/2021, 13.778 , 22.045 , 0 , 135.590 , 35.823 , 6.200 , 68.950 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,08/11/2021, 253 , 405 , 0 , 1.414 , 658 , 114 , 1.271 
Article_35,Melhores práticas para gerenciamento de projetos,Gestão,1047,08/12/2021, 1.940 , 3.105 , 0 , 10.161 , 5.045 , 873 , 9.748 
